id,utility_on_time_ratio,utility_missed_payment_rate,utility_amount_volatility,utility_observation_months,telecom_recharge_regularity,telecom_account_tenure_months,telecom_failed_payment_rate,wallet_inflow_regularity,wallet_outflow_volatility,wallet_balance_stability,wallet_failed_transaction_rate,bill_payment_consistency,simulated_repayment_ratio,simulated_days_late_average,cash_flow_coverage,income_stability,expense_volatility,negative_balance_days,account_age_months,data_completeness,synthetic_audit_group,simulated_repayment_success
synthetic-00912,0.6547,0.055,0.327,7,0.5753,52,0.0884,,,,,0.5625,0.5133,5,0.501,0.6508,0.4034,1,50,0.8,Synthetic Region Group D,1
synthetic-00913,0.7777,0.0996,0.2257,12,,,,0.8893,0.2068,0.8191,0.0848,0.8406,0.7454,1,0.7781,0.8641,0.3231,0,68,0.85,Synthetic Region Group A,1
synthetic-00914,0.7022,0.0644,0.362,12,0.6311,62,0.0699,0.5907,0.392,0.6027,0.0183,0.7028,0.7134,1,0.6733,0.7379,0.364,0,52,1,Synthetic Region Group B,1
synthetic-00915,0.5162,0.0857,0.4118,12,0.5357,51,0.095,0.5438,0.4345,0.542,0.0706,0.513,0.4296,3,0.431,0.565,0.4543,2,43,1,Synthetic Region Group C,0
synthetic-00916,0.5094,0.1268,0.2757,7,0.591,56,0.0628,,0.3139,0.6472,,0.586,0.6598,2,0.6064,0.5256,0.4296,1,52,0.9,Synthetic Region Group D,1
synthetic-00917,0.8363,0.0694,0.289,12,0.8849,69,0.0797,,0.3272,0.8216,,0.8043,0.7495,0,0.7567,0.8218,0.2146,0,63,0.9,Synthetic Region Group A,1
synthetic-00918,0.6092,0.1059,0.3082,12,0.6308,58,0.1238,0.7354,0.3264,0.7053,0.0345,0.7356,0.6889,1,0.7331,0.7264,0.3458,2,61,1,Synthetic Region Group B,1
synthetic-00919,0.5521,0.0658,0.3395,12,0.536,52,0.0962,0.4487,0.3189,0.5609,0.0412,0.551,0.4581,5,0.5272,0.4777,0.3786,3,45,1,Synthetic Region Group C,1
synthetic-00920,0.6542,0.1265,0.4025,7,0.6338,50,0.1186,,0.3684,0.5572,,0.5942,,,0.5722,0.4995,0.3785,3,56,0.8,Synthetic Region Group D,1
synthetic-00921,0.7685,0.0285,0.2281,12,0.8765,64,0.0108,0.7535,0.3412,0.8034,0.0275,0.7448,0.7721,0,0.8158,0.8555,0.2982,0,70,1,Synthetic Region Group A,1
synthetic-00922,0.6593,0.0405,0.3281,12,0.7105,56,0.0634,0.6825,0.3213,0.6738,0.0204,0.7236,,,0.6641,0.611,0.2586,0,54,0.9,Synthetic Region Group B,1
synthetic-00923,0.4372,0.0908,0.3301,12,0.483,51,0.0804,0.4748,,,0.08,0.4352,,,0.4789,0.5466,0.4255,5,47,0.8,Synthetic Region Group C,0
synthetic-00924,0.5602,0.0507,0.2813,7,0.6105,57,0.0774,0.6411,0.3661,0.6137,0.1208,0.6139,0.5412,6,0.5945,0.6055,0.4215,1,55,1,Synthetic Region Group D,1
synthetic-00925,0.7999,0.0635,0.2178,12,0.8236,58,0.0649,0.7967,0.2206,0.8666,0.0574,0.8583,0.7712,0,0.748,0.8166,0.2051,0,63,1,Synthetic Region Group A,1
synthetic-00926,0.6726,0.0326,0.3995,12,0.7274,56,0.0941,0.7284,0.2846,0.6247,0.1055,0.7211,,,0.581,0.7024,0.2844,0,53,0.9,Synthetic Region Group B,1
synthetic-00927,0.5065,0.1567,0.3528,12,0.4917,50,0.0922,0.5116,0.4504,0.5121,0.0696,0.5633,0.5323,6,0.5513,0.5785,0.4382,6,50,1,Synthetic Region Group C,0
synthetic-00928,0.6433,0.093,0.4028,7,0.6357,58,0.1208,,0.3078,0.5644,,0.5997,0.5497,1,0.6507,0.5796,0.3806,2,53,0.9,Synthetic Region Group D,1
synthetic-00929,0.7649,0.0975,0.2815,12,0.8993,57,0.096,0.76,0.2005,0.8819,0.0952,0.7782,0.8153,0,0.8716,0.8066,0.3061,0,68,1,Synthetic Region Group A,1
synthetic-00930,0.6973,0.1255,0.369,12,0.6711,50,0.0723,,0.363,0.7146,,0.6166,0.6109,1,0.7055,0.6259,0.2941,1,59,0.9,Synthetic Region Group B,1
synthetic-00931,0.4273,0.0962,0.3392,12,0.4954,44,0.1181,0.4331,0.4153,0.5789,0.1088,0.4252,0.4403,3,0.4595,0.5789,0.4411,2,43,1,Synthetic Region Group C,0
synthetic-00932,0.5924,0.0945,0.381,7,0.519,52,0.0654,,0.35,0.6231,,0.507,0.6604,4,0.5365,0.4992,0.392,2,56,0.9,Synthetic Region Group D,1
synthetic-00933,0.8376,0.0631,0.2636,12,0.8102,63,0.0251,0.7518,0.3175,0.8361,0.0693,0.8984,0.8184,0,0.8736,0.8724,0.2009,0,67,1,Synthetic Region Group A,1
synthetic-00934,0.6548,0.0979,0.3774,12,0.6088,51,0.0406,0.6594,0.4026,0.7389,0.0464,0.6129,0.6162,0,0.6121,0.6904,0.3378,3,58,1,Synthetic Region Group B,1
synthetic-00935,0.515,0.072,0.3069,12,0.4972,44,0.053,0.5231,0.3334,0.5801,0.0782,0.5614,0.5409,7,0.519,0.473,0.4269,2,43,1,Synthetic Region Group C,1
synthetic-00936,0.6482,0.0935,0.4206,7,0.6098,47,0.0421,0.6355,,,0.0338,0.5382,0.6264,5,0.5525,0.6414,0.2945,3,48,0.9,Synthetic Region Group D,1
synthetic-00937,0.7501,0.0868,0.2147,12,0.7735,62,0.0415,0.7621,0.2768,0.7674,0.1028,0.8719,0.8369,1,0.7885,0.8015,0.3048,0,66,1,Synthetic Region Group A,1
synthetic-00938,0.6449,0.1287,0.2567,12,0.5856,58,0.0869,0.6328,0.2963,0.631,0.0323,0.5849,0.7228,4,0.679,0.6011,0.3356,0,52,1,Synthetic Region Group B,1
synthetic-00939,0.4284,0.0704,0.3996,12,0.5211,44,0.064,0.4725,0.3032,0.4259,0.1327,0.5529,0.5435,2,0.4547,0.4247,0.3923,3,45,1,Synthetic Region Group C,0
synthetic-00940,,,,,0.6593,46,0.0521,0.6515,0.3899,0.5488,0.0591,0.6007,,,0.6056,0.6026,0.4094,4,56,0.7,Synthetic Region Group D,0
synthetic-00941,0.7446,0.0819,0.2417,12,0.8537,60,0.062,,0.2253,0.8608,,0.8776,0.8828,0,0.806,0.8524,0.1984,0,68,0.9,Synthetic Region Group A,1
synthetic-00942,0.5816,0.0461,0.3133,12,0.7139,54,0.0773,0.7377,0.3716,0.6882,0.0187,0.6985,0.5829,0,0.7326,0.6572,0.3967,3,58,1,Synthetic Region Group B,1
synthetic-00943,0.5556,0.0577,0.4359,12,0.5542,54,0.0568,0.4868,0.3026,0.4191,0.0569,0.5785,0.4949,5,0.5235,0.5682,0.4195,2,43,1,Synthetic Region Group C,0
synthetic-00944,0.5311,0.0835,0.4222,7,0.5791,52,0.1285,,,,,0.5866,,,0.5497,0.5042,0.3763,4,48,0.7,Synthetic Region Group D,0
synthetic-00945,0.8376,0.0676,0.1944,12,0.8731,59,0.0903,0.8895,0.2467,0.8129,0.054,0.8774,,,0.7628,0.8414,0.2418,0,62,0.9,Synthetic Region Group A,1
synthetic-00946,0.5916,0.1282,0.3458,12,0.6819,54,0.0974,0.6811,0.3188,0.6282,0.1013,0.585,0.5998,0,0.5855,0.5951,0.3398,1,54,1,Synthetic Region Group B,1
synthetic-00947,0.4429,0.0639,0.4361,12,0.4682,53,0.0882,0.5601,0.4136,0.4997,0.0347,0.5135,0.5513,5,0.4265,0.5727,0.3572,6,47,1,Synthetic Region Group C,0
synthetic-00948,0.535,0.071,0.3489,7,0.6456,46,0.0884,,0.4282,0.5454,,0.5368,,,0.6394,0.5303,0.3691,0,52,0.8,Synthetic Region Group D,1
synthetic-00949,0.7782,0.0893,0.2138,12,0.8815,65,0.0736,0.8591,0.25,0.7889,0.022,0.8643,0.7969,0,0.7935,0.8175,0.2793,0,63,1,Synthetic Region Group A,1
synthetic-00950,0.6575,0.1007,0.3589,12,0.7361,52,0.0497,0.6509,0.3401,0.6173,0.0696,0.617,0.6601,1,0.6551,0.7046,0.3562,3,58,1,Synthetic Region Group B,1
synthetic-00951,0.4552,0.1264,0.3791,12,0.4593,50,0.1226,0.5342,0.3441,0.4217,0.1003,0.4363,0.5215,7,0.4965,0.5086,0.3938,4,52,1,Synthetic Region Group C,0
synthetic-00952,0.5145,0.0534,0.3173,7,0.5055,56,0.0717,,0.399,0.6091,,,,,,,,,55,0.55,Synthetic Region Group D,0
synthetic-00953,0.8842,0.1077,0.2325,12,0.8062,58,0.044,0.8976,0.2791,0.7707,0.0425,0.7859,0.758,1,0.7969,0.8028,0.3307,0,67,1,Synthetic Region Group A,1
synthetic-00954,0.6852,0.1338,0.2621,12,0.6804,58,0.1195,0.6213,,,0.058,0.6055,0.6482,4,0.6332,0.6028,0.2944,1,56,0.9,Synthetic Region Group B,1
synthetic-00955,0.4441,0.156,0.3078,12,0.508,51,0.0622,0.4731,0.3777,0.5252,0.0406,0.4335,0.5215,6,0.5288,0.4222,0.3517,2,51,1,Synthetic Region Group C,0
synthetic-00956,0.5142,0.1209,0.4009,7,0.5423,48,0.1037,,0.3155,0.6201,,0.6369,,,0.5289,0.6488,0.4101,1,50,0.8,Synthetic Region Group D,0
synthetic-00957,0.7771,0.0164,0.2336,12,,,,0.8478,0.2326,0.8099,0.0521,0.7585,0.7975,0,0.8023,0.7693,0.3507,0,71,0.85,Synthetic Region Group A,1
synthetic-00958,0.6291,0.0716,0.2622,12,0.7068,57,0.0577,,0.4024,0.7224,,0.6562,0.5984,4,0.6175,0.7265,0.3141,2,54,0.9,Synthetic Region Group B,1
synthetic-00959,0.4845,0.0599,0.3806,12,0.4294,42,0.1118,,0.3198,0.4816,,0.5367,0.4236,5,0.5201,0.5797,0.4372,5,50,0.9,Synthetic Region Group C,0
synthetic-00960,0.5027,0.0775,0.4112,7,0.6398,57,0.0453,0.5324,0.3822,0.6364,0.1189,0.5488,,,0.5853,0.6356,0.316,2,47,0.9,Synthetic Region Group D,1
synthetic-00961,0.7768,0.0614,0.2997,12,,,,0.8263,0.2361,0.8808,0.0545,0.8081,0.8887,0,0.8134,0.7819,0.2167,0,66,0.85,Synthetic Region Group A,1
synthetic-00962,0.719,0.1186,0.2451,12,0.715,55,0.105,0.6654,0.2669,0.6633,0.086,0.6096,0.7155,4,0.6716,0.6005,0.2535,0,55,1,Synthetic Region Group B,1
synthetic-00963,0.5242,0.1596,0.3366,12,0.532,51,0.1319,0.4389,0.4041,0.4309,0.0499,0.5241,0.4526,6,0.509,0.465,0.3986,6,47,1,Synthetic Region Group C,0
synthetic-00964,0.4992,0.0963,0.3469,7,0.6273,49,0.0749,,0.3853,0.5035,,,0.5961,3,,,,,54,0.65,Synthetic Region Group D,0
synthetic-00965,0.8249,0.0845,0.3346,12,0.8909,66,0.0559,0.8839,0.3298,0.8812,0.0809,0.8745,0.762,0,0.749,0.8373,0.2792,0,61,1,Synthetic Region Group A,1
synthetic-00966,0.6932,0.0811,0.2901,12,0.6682,54,0.0797,,0.3296,0.713,,0.7156,0.5797,4,0.7308,0.5957,0.3058,0,61,0.9,Synthetic Region Group B,1
synthetic-00967,0.5207,0.0949,0.3275,12,0.4882,44,0.1172,0.4445,0.3906,0.5205,0.0595,0.5082,0.441,6,0.4582,0.545,0.4388,3,44,1,Synthetic Region Group C,0
synthetic-00968,0.5264,0.0618,0.3212,7,0.5852,49,0.1144,0.5192,0.3633,0.5684,0.05,0.505,0.5948,4,0.5531,0.5554,0.3038,2,51,1,Synthetic Region Group D,1
synthetic-00969,0.7748,0.0539,0.3061,12,0.7665,68,0.0874,0.8352,0.238,0.8283,0.0698,0.8133,0.8581,0,0.7728,0.882,0.3143,0,68,1,Synthetic Region Group A,1
synthetic-00970,0.6307,0.0452,0.2657,12,0.6616,57,0.1053,0.5821,0.3879,0.7094,0.0148,0.6461,0.6412,1,0.5879,0.6766,0.3518,0,52,1,Synthetic Region Group B,1
synthetic-00971,0.5402,0.1006,0.3893,12,0.5546,43,0.081,0.5117,0.4205,0.541,0.0538,0.4805,0.5574,3,0.4762,0.5479,0.4036,5,52,1,Synthetic Region Group C,1
synthetic-00972,0.5669,0.1067,0.3628,7,0.5307,51,0.1165,,0.324,0.5949,,0.6267,,,0.6299,0.5777,0.3879,1,48,0.8,Synthetic Region Group D,1
synthetic-00973,0.844,0.0759,0.2246,12,0.7753,62,0.0566,0.8777,0.3409,0.8113,0.082,0.8805,0.8761,0,0.8867,0.8301,0.2896,0,65,1,Synthetic Region Group A,1
synthetic-00974,0.5827,0.0589,0.3217,12,0.6375,54,0.0641,0.5963,0.286,0.5907,0.0435,,0.679,2,,,,,53,0.75,Synthetic Region Group B,1
synthetic-00975,0.4798,0.0973,0.3469,12,0.4813,44,0.0538,0.5465,,,0.0975,0.5274,0.5533,4,0.5095,0.508,0.4232,5,44,0.9,Synthetic Region Group C,1
synthetic-00976,0.6143,0.1352,0.2852,7,0.6265,56,0.0454,,,,,0.619,,,0.5901,0.6339,0.4368,1,49,0.7,Synthetic Region Group D,0
synthetic-00977,0.7818,0.0951,0.2034,12,0.8119,65,0.0951,0.8574,0.3546,0.8827,0.0326,,0.8767,1,,,,,67,0.75,Synthetic Region Group A,1
synthetic-00978,0.6678,0.1029,0.3925,12,0.7011,59,0.0355,,0.3554,0.7384,,,0.6172,0,,,,,59,0.65,Synthetic Region Group B,1
synthetic-00979,0.5434,0.1349,0.4395,12,0.5507,52,0.077,0.5668,0.3471,0.5096,0.0916,0.4616,0.4226,4,0.5145,0.5021,0.3622,2,43,1,Synthetic Region Group C,1
synthetic-00980,,,,,0.5287,47,0.1219,,0.3749,0.6595,,0.5073,,,0.6096,0.5145,0.3852,3,52,0.6,Synthetic Region Group D,0
synthetic-00981,0.8654,0.0454,0.3168,12,0.7556,58,0.0336,0.7414,,,0.0742,0.8574,,,0.8352,0.8517,0.3404,0,66,0.8,Synthetic Region Group A,1
synthetic-00982,0.6315,0.0355,0.2848,12,0.6757,59,0.0813,0.6108,,,0.0528,0.682,0.6262,2,0.6077,0.6794,0.3864,0,56,0.9,Synthetic Region Group B,1
synthetic-00983,0.4559,0.0854,0.3316,12,0.5109,49,0.1274,0.5481,0.3114,0.4749,0.0982,0.4255,0.487,7,0.5743,0.5626,0.4623,3,43,1,Synthetic Region Group C,0
synthetic-00984,0.6096,0.084,0.3555,7,0.5652,48,0.114,,0.2925,0.6168,,0.5868,0.5336,4,0.535,0.5999,0.3178,2,49,0.9,Synthetic Region Group D,1
synthetic-00985,0.8496,0.018,0.3303,12,0.7981,61,0.0609,0.8653,0.2147,0.8186,0.0441,0.8494,0.8563,0,0.8683,0.8401,0.3553,0,67,1,Synthetic Region Group A,1
synthetic-00986,0.7252,0.0746,0.2594,12,0.7187,51,0.0886,0.6623,0.2596,0.6344,0.1151,0.6668,0.7194,0,0.6577,0.6911,0.3283,0,53,1,Synthetic Region Group B,1
synthetic-00987,0.5175,0.061,0.3635,12,0.5615,43,0.134,,0.3598,0.5548,,0.5729,0.5509,4,0.4899,0.5028,0.4245,3,44,0.9,Synthetic Region Group C,1
synthetic-00988,0.5493,0.1189,0.4056,7,0.5234,46,0.0749,0.6171,,,0.0771,0.631,,,0.5422,0.657,0.4349,4,49,0.8,Synthetic Region Group D,0
synthetic-00989,0.7798,0.0852,0.2462,12,0.8786,65,0.0796,0.8686,0.2664,0.8967,0.0839,0.7579,0.7585,0,0.8483,0.7393,0.3422,0,64,1,Synthetic Region Group A,1
synthetic-00990,0.6249,0.0368,0.2757,12,0.6413,53,0.1048,0.7003,0.3419,0.6477,0.0844,0.6294,0.6403,2,0.6118,0.6129,0.26,0,57,1,Synthetic Region Group B,1
synthetic-00991,0.4676,0.1536,0.4208,12,0.5612,50,0.0924,0.5333,0.3748,0.5517,0.0854,0.4726,0.5435,6,0.4194,0.5073,0.4214,3,47,1,Synthetic Region Group C,0
synthetic-00992,,,,,0.6012,57,0.066,,0.4257,0.6201,,0.6317,0.575,3,0.6245,0.5112,0.41,0,53,0.7,Synthetic Region Group D,1
synthetic-00993,0.8866,0.0527,0.2868,12,0.8393,69,0.0298,0.778,0.2503,0.744,0.006,0.8715,0.788,0,0.7931,0.8325,0.2931,0,69,1,Synthetic Region Group A,1
synthetic-00994,0.5863,0.0872,0.3685,12,0.6471,59,0.1028,0.5906,0.4023,0.6873,0.1091,0.6514,0.67,0,0.6605,0.6798,0.3917,0,57,1,Synthetic Region Group B,1
synthetic-00995,0.5021,0.1516,0.4021,12,0.4701,51,0.1282,0.5637,0.3536,0.4419,0.0827,0.4209,0.5575,2,0.5196,0.4209,0.4121,3,47,1,Synthetic Region Group C,1
synthetic-00996,0.5484,0.1339,0.2735,7,0.5449,48,0.1215,,,,,0.5408,,,0.5675,0.5966,0.3598,3,57,0.7,Synthetic Region Group D,0
synthetic-00997,0.8755,0.0648,0.3369,12,0.778,58,0.0432,0.78,0.3461,0.8555,0.0785,0.8549,0.7825,0,0.8027,0.779,0.2665,0,69,1,Synthetic Region Group A,1
synthetic-00998,0.6717,0.0831,0.2985,12,0.5813,50,0.0873,0.6127,0.3552,0.6722,0.0278,0.5941,0.6893,0,0.654,0.7347,0.3828,0,55,1,Synthetic Region Group B,1
synthetic-00999,0.4879,0.0649,0.369,12,,,,0.4238,0.3708,0.5131,0.111,0.4733,0.537,7,0.5713,0.5325,0.3838,5,47,0.85,Synthetic Region Group C,0
synthetic-01000,0.5844,0.1497,0.3951,7,0.5618,57,0.0942,,0.3257,0.6248,,,,,,,,,55,0.55,Synthetic Region Group D,0
synthetic-01001,0.7576,0.0789,0.2732,12,0.8048,59,0.1019,,0.3299,0.7862,,0.8763,0.7531,0,0.7648,0.8999,0.2819,0,64,0.9,Synthetic Region Group A,1
synthetic-01002,0.6496,0.071,0.327,12,0.723,60,0.0812,0.6302,0.3144,0.6998,0.0497,0.5884,,,0.6828,0.648,0.3715,3,56,0.9,Synthetic Region Group B,1
synthetic-01003,0.5652,0.0611,0.4459,12,0.5421,43,0.1246,0.5065,0.4239,0.4225,0.0667,0.4921,0.4545,7,0.5629,0.5635,0.4157,4,51,1,Synthetic Region Group C,0
synthetic-01004,0.6086,0.0976,0.3216,7,0.5433,52,0.0944,0.654,0.4243,0.6262,0.1245,0.5032,,,0.5499,0.587,0.4326,4,55,0.9,Synthetic Region Group D,0
synthetic-01005,0.785,0.1139,0.191,12,0.8854,65,0.0149,0.859,0.3239,0.8163,0.0794,0.8729,0.8754,0,0.7604,0.828,0.1978,0,64,1,Synthetic Region Group A,1
synthetic-01006,0.6165,0.0509,0.2673,12,0.6607,58,0.1099,0.7009,0.2782,0.6611,0.1206,0.7109,0.5978,3,0.7345,0.5992,0.3626,0,53,1,Synthetic Region Group B,1
synthetic-01007,0.5002,0.1593,0.4337,12,0.541,52,0.0874,,0.4459,0.5349,,0.526,0.4732,6,0.4231,0.5658,0.4634,4,52,0.9,Synthetic Region Group C,0
synthetic-01008,0.6526,0.0827,0.3357,7,0.5687,51,0.0771,,0.4141,0.5319,,,0.5358,3,,,,,54,0.65,Synthetic Region Group D,0
synthetic-01009,0.8793,0.0204,0.3008,12,0.7855,62,0.046,0.7575,0.2142,0.8055,0.0232,0.8967,0.7452,0,0.794,0.8855,0.2088,0,70,1,Synthetic Region Group A,1
synthetic-01010,0.5839,0.0672,0.313,12,0.6394,60,0.1064,0.6932,0.3523,0.7396,0.0779,0.6526,0.7236,3,0.6362,0.6098,0.2803,2,52,1,Synthetic Region Group B,1
synthetic-01011,0.5661,0.1506,0.3492,12,0.5209,51,0.0595,0.4397,0.3928,0.5039,0.0935,0.4597,0.5604,3,0.5524,0.561,0.3615,3,49,1,Synthetic Region Group C,1
synthetic-01012,0.5756,0.0804,0.3501,7,0.6096,50,0.1097,0.5004,0.4,0.6224,0.1202,0.5238,,,0.548,0.5307,0.3537,2,50,0.9,Synthetic Region Group D,1
synthetic-01013,0.7647,0.0933,0.2652,12,0.8682,61,0.0635,0.84,0.2989,0.7633,0.0755,0.8685,0.8027,0,0.8186,0.7539,0.2079,0,70,1,Synthetic Region Group A,1
synthetic-01014,0.7075,0.1313,0.2562,12,0.6925,59,0.0752,0.6762,0.3083,0.6995,0.1043,0.7351,0.7399,1,0.6839,0.6044,0.3086,3,55,1,Synthetic Region Group B,1
synthetic-01015,0.4256,0.146,0.4448,12,0.5548,54,0.1001,,0.4149,0.5393,,0.4732,0.5048,3,0.4609,0.5345,0.4308,2,42,0.9,Synthetic Region Group C,0
synthetic-01016,0.6034,0.0585,0.2938,7,0.6326,52,0.1347,,,,,0.6561,,,0.6367,0.6415,0.3544,0,53,0.7,Synthetic Region Group D,0
synthetic-01017,0.8072,0.082,0.288,12,0.7668,68,0.098,0.817,0.2461,0.8672,0.044,0.7879,0.7575,0,0.8813,0.797,0.2125,0,66,1,Synthetic Region Group A,1
synthetic-01018,0.6059,0.0783,0.3875,12,0.6371,55,0.033,0.6686,0.2947,0.6447,0.0821,0.6866,0.6353,0,0.6217,0.6731,0.2784,1,56,1,Synthetic Region Group B,1
synthetic-01019,0.5794,0.0562,0.3273,12,0.5441,54,0.1175,0.4967,0.3393,0.51,0.0563,0.5296,0.557,6,0.4232,0.5262,0.4411,5,48,1,Synthetic Region Group C,0
synthetic-01020,0.5526,0.1047,0.3758,7,0.631,58,0.1254,,,,,,0.593,6,,,,,50,0.55,Synthetic Region Group D,0
synthetic-01021,0.7782,0.0906,0.211,12,0.8354,67,0.0895,,0.3095,0.8113,,0.807,0.8499,0,0.7656,0.8349,0.3183,0,66,0.9,Synthetic Region Group A,1
synthetic-01022,0.6885,0.1334,0.3244,12,0.6727,55,0.0943,0.6671,0.3622,0.582,0.0677,0.7175,,,0.6137,0.6435,0.2913,0,60,0.9,Synthetic Region Group B,1
synthetic-01023,0.4275,0.0845,0.4403,12,0.4771,52,0.0562,0.4845,0.3083,0.4871,0.1084,0.5139,0.5555,5,0.4517,0.4687,0.4038,5,44,1,Synthetic Region Group C,0
synthetic-01024,0.5166,0.128,0.3739,7,0.5858,47,0.088,,,,,0.5716,0.5005,5,0.527,0.6344,0.4272,1,55,0.8,Synthetic Region Group D,0
synthetic-01025,0.7991,0.0822,0.2298,12,0.778,67,0.0888,,0.245,0.7451,,0.8267,0.7844,0,0.8167,0.8295,0.2464,0,62,0.9,Synthetic Region Group A,1
synthetic-01026,0.7284,0.0981,0.31,12,0.5949,50,0.1217,0.6408,0.2654,0.5942,0.0507,0.7072,0.6541,2,0.7146,0.693,0.2598,0,58,1,Synthetic Region Group B,1
synthetic-01027,0.486,0.0895,0.3739,12,0.436,52,0.0729,0.4826,,,0.0895,0.512,0.4682,5,0.51,0.4853,0.3529,5,44,0.9,Synthetic Region Group C,0
synthetic-01028,,,,,0.6196,53,0.0528,,0.4318,0.5686,,,,,,,,,49,0.35,Synthetic Region Group D,0
synthetic-01029,0.7444,0.0185,0.3297,12,0.8873,68,0.1026,0.8497,0.3428,0.8506,0.0005,0.7888,0.8653,0,0.8581,0.7643,0.259,0,71,1,Synthetic Region Group A,1
synthetic-01030,0.6949,0.1197,0.3491,12,0.6059,52,0.0786,0.6134,0.3406,0.6359,0.0904,0.6195,0.7287,0,0.7083,0.6465,0.3138,1,58,1,Synthetic Region Group B,1
synthetic-01031,0.4827,0.1501,0.4187,12,0.449,44,0.0606,0.5657,0.3518,0.4344,0.1033,0.4893,0.4355,7,0.5773,0.493,0.4209,4,43,1,Synthetic Region Group C,0
synthetic-01032,0.6254,0.0815,0.277,7,0.6416,50,0.0995,0.6574,0.3871,0.6131,0.0993,0.6534,0.6289,1,0.6312,0.6051,0.4208,1,54,1,Synthetic Region Group D,1
synthetic-01033,0.8168,0.0978,0.2871,12,0.8723,66,0.0335,0.844,0.2383,0.8321,0.0463,0.7443,0.8822,0,0.8364,0.7959,0.254,0,61,1,Synthetic Region Group A,1
synthetic-01034,0.6568,0.0627,0.3188,12,0.6359,59,0.0952,0.7148,0.2879,0.6078,0.102,0.6813,0.7204,4,0.7252,0.7,0.3793,0,52,1,Synthetic Region Group B,1
synthetic-01035,0.5517,0.0804,0.3806,12,0.4687,47,0.12,0.4767,0.3889,0.423,0.1308,0.4834,0.5138,7,0.4633,0.5429,0.4181,4,47,1,Synthetic Region Group C,0
synthetic-01036,,,,,0.5231,57,0.0433,,0.3747,0.5293,,,,,,,,,53,0.35,Synthetic Region Group D,0
synthetic-01037,0.7782,0.0463,0.2675,12,0.8338,60,0.0711,0.8265,0.2905,0.7496,0.0679,0.8852,0.8254,1,0.8938,0.8564,0.3098,0,63,1,Synthetic Region Group A,1
synthetic-01038,0.6519,0.0884,0.3732,12,0.7002,53,0.0705,0.6864,0.2696,0.659,0.0234,0.6112,0.5901,0,0.7376,0.6168,0.2607,1,54,1,Synthetic Region Group B,1
synthetic-01039,0.4345,0.0896,0.3472,12,0.4382,53,0.1004,0.4311,0.4525,0.5167,0.0742,0.5093,0.5258,6,0.5464,0.541,0.4125,2,48,1,Synthetic Region Group C,1
synthetic-01040,0.5953,0.1488,0.3418,7,0.6334,53,0.0989,,0.4022,0.541,,,,,,,,,48,0.55,Synthetic Region Group D,0
synthetic-01041,0.7566,0.071,0.2296,12,0.7587,64,0.0833,0.7828,0.2453,0.8338,0.061,0.7455,0.861,0,0.7634,0.825,0.2916,0,71,1,Synthetic Region Group A,1
synthetic-01042,0.7234,0.0909,0.294,12,0.6059,61,0.0643,0.7193,0.308,0.7266,0.0238,0.6934,0.7073,2,0.6803,0.7067,0.4085,1,57,1,Synthetic Region Group B,1
synthetic-01043,0.5318,0.0555,0.3211,12,0.4323,47,0.0792,0.5029,0.3997,0.4477,0.1183,0.452,0.4627,5,0.5264,0.5588,0.3124,4,51,1,Synthetic Region Group C,0
synthetic-01044,0.6379,0.1181,0.2782,7,0.5288,51,0.1015,0.5495,0.3404,0.5039,0.0329,,0.6386,2,,,,,55,0.75,Synthetic Region Group D,1
synthetic-01045,0.849,0.0283,0.1954,12,0.8126,67,0.0252,0.8004,0.3444,0.8626,0.0036,0.8418,0.7874,0,0.8579,0.7785,0.2047,0,62,1,Synthetic Region Group A,1
synthetic-01046,0.7277,0.0932,0.3814,12,0.6555,60,0.1094,0.7172,0.3798,0.6943,0.0478,0.5894,0.6806,2,0.6246,0.7409,0.3934,0,61,1,Synthetic Region Group B,1
synthetic-01047,0.5022,0.0692,0.3454,12,0.4567,51,0.0946,0.5273,0.4468,0.453,0.0703,0.5205,0.5206,3,0.5278,0.4212,0.3331,2,44,1,Synthetic Region Group C,1
synthetic-01048,0.5776,0.1289,0.392,7,0.5806,54,0.0777,0.6403,0.326,0.5409,0.0734,0.5878,,,0.5163,0.5188,0.36,1,51,0.9,Synthetic Region Group D,0
synthetic-01049,0.8072,0.0664,0.2573,12,0.8666,62,0.0294,0.8007,0.2344,0.7853,0.0093,0.828,0.7546,0,0.8167,0.893,0.2845,0,63,1,Synthetic Region Group A,1
synthetic-01050,0.7215,0.1256,0.2789,12,0.6368,59,0.038,0.6848,0.2846,0.6384,0.1087,0.6854,0.5935,0,0.7049,0.6597,0.41,0,57,1,Synthetic Region Group B,1
synthetic-01051,0.4912,0.0877,0.4103,12,0.5146,51,0.066,0.4842,0.4336,0.43,0.1177,0.4668,0.4529,3,0.524,0.5076,0.4334,3,44,1,Synthetic Region Group C,1
synthetic-01052,0.6405,0.1353,0.3654,7,0.6361,58,0.0869,0.5358,0.434,0.5123,0.0421,,0.633,4,,,,,51,0.75,Synthetic Region Group D,1
synthetic-01053,0.8569,0.0158,0.202,12,0.8804,62,0.0318,0.8214,0.3532,0.7544,0.0038,0.795,0.7781,0,0.8892,0.8206,0.2171,0,62,1,Synthetic Region Group A,1
